DateTime,Open,High,Low,Close,Volume
2026-04-07T21:11:00.000+0300,251.8,251.93,251.73,251.88,32283
2026-04-07T21:12:00.000+0300,251.88,251.93,251.75,251.77,42939
2026-04-07T21:13:00.000+0300,251.78,251.81,251.72,251.8,23692
2026-04-07T21:14:00.000+0300,251.79,251.8,251.67,251.67,21379
2026-04-07T21:15:00.000+0300,251.69,251.76,251.66,251.76,13120
2026-04-07T21:16:00.000+0300,251.76,251.79,251.67,251.7,28818
2026-04-07T21:17:00.000+0300,251.69,251.82,251.69,251.78,27640
2026-04-07T21:18:00.000+0300,251.78,251.89,251.65,251.71,44104
2026-04-07T21:19:00.000+0300,251.73,251.8,251.69,251.73,22437
2026-04-07T21:20:00.000+0300,251.73,251.74,251.62,251.68,20278
2026-04-07T21:21:00.000+0300,251.7,251.7,251.61,251.69,20252
2026-04-07T21:22:00.000+0300,251.68,251.8,251.68,251.7,25033
2026-04-07T21:23:00.000+0300,251.7,251.7,251.45,251.49,45635
2026-04-07T21:24:00.000+0300,251.51,251.51,251.29,251.36,59500
2026-04-07T21:25:00.000+0300,251.36,251.48,251.35,251.41,24318
2026-04-07T21:26:00.000+0300,251.41,251.46,251.31,251.41,30857
2026-04-07T21:27:00.000+0300,251.41,251.45,251.34,251.34,34396
2026-04-07T21:28:00.000+0300,251.35,251.48,251.33,251.34,28247
2026-04-07T21:29:00.000+0300,251.34,251.42,251.29,251.33,29028
2026-04-07T21:30:00.000+0300,251.33,251.59,251.33,251.39,37653
2026-04-07T21:31:00.000+0300,251.36,251.37,251.09,251.17,84814
2026-04-07T21:32:00.000+0300,251.17,251.26,251.14,251.26,77665
2026-04-07T21:33:00.000+0300,251.24,251.34,251.15,251.23,39399
2026-04-07T21:34:00.000+0300,251.22,251.37,251.22,251.36,26304
2026-04-07T21:35:00.000+0300,251.36,251.4,251.28,251.4,29707
2026-04-07T21:36:00.000+0300,251.39,251.43,251.3,251.36,25366
2026-04-07T21:37:00.000+0300,251.36,251.37,251.14,251.19,32198
2026-04-07T21:38:00.000+0300,251.2,251.29,251.18,251.25,29587
2026-04-07T21:39:00.000+0300,251.25,251.31,251.12,251.18,33848
2026-04-07T21:40:00.000+0300,251.19,251.21,250.98,251.01,70151
2026-04-07T21:41:00.000+0300,251.02,251.19,251.0,251.15,53923
2026-04-07T21:42:00.000+0300,251.15,251.35,251.14,251.26,30538
2026-04-07T21:43:00.000+0300,251.26,251.29,251.1,251.17,38164
2026-04-07T21:44:00.000+0300,251.17,251.26,251.13,251.14,26679
2026-04-07T21:45:00.000+0300,251.13,251.13,250.79,250.93,64233
2026-04-07T21:46:00.000+0300,250.93,250.93,250.83,250.84,40962
2026-04-07T21:47:00.000+0300,250.84,250.99,250.8,250.89,36977
2026-04-07T21:48:00.000+0300,250.89,250.9,250.8,250.82,35849
2026-04-07T21:49:00.000+0300,250.81,250.93,250.66,250.72,68432
2026-04-07T21:50:00.000+0300,250.7,250.75,250.62,250.74,44773
2026-04-07T21:51:00.000+0300,250.76,250.76,250.6,250.64,30909
2026-04-07T21:52:00.000+0300,250.65,250.65,250.43,250.47,50819
2026-04-07T21:53:00.000+0300,250.48,250.55,250.4,250.42,45914
2026-04-07T21:54:00.000+0300,250.44,250.44,250.3,250.34,34562
2026-04-07T21:55:00.000+0300,250.32,250.37,250.13,250.14,69640
2026-04-07T21:56:00.000+0300,250.15,250.23,250.12,250.2,50384
2026-04-07T21:57:00.000+0300,250.22,250.35,250.22,250.31,32255
2026-04-07T21:58:00.000+0300,250.32,250.43,250.29,250.35,57412
2026-04-07T21:59:00.000+0300,250.34,250.42,250.31,250.4,26704
2026-04-07T22:00:00.000+0300,250.38,250.46,250.33,250.41,34494
2026-04-07T22:01:00.000+0300,250.41,250.41,250.2,250.24,21809
2026-04-07T22:02:00.000+0300,250.3,250.53,250.27,250.48,36812
2026-04-07T22:03:00.000+0300,250.47,250.58,250.32,250.36,28828
2026-04-07T22:04:00.000+0300,250.35,250.43,250.35,250.41,32179
2026-04-07T22:05:00.000+0300,250.41,250.54,250.32,250.47,52087
2026-04-07T22:06:00.000+0300,250.46,250.54,250.39,250.5,44024
2026-04-07T22:07:00.000+0300,250.5,250.5,250.27,250.46,28306
2026-04-07T22:08:00.000+0300,250.47,251.0,250.43,250.93,82878
2026-04-07T22:09:00.000+0300,250.93,250.99,250.77,250.78,44136
2026-04-07T22:10:00.000+0300,250.78,251.02,250.76,250.92,60976
2026-04-07T22:11:00.000+0300,250.91,251.26,250.91,251.11,74429
2026-04-07T22:12:00.000+0300,251.1,251.18,251.04,251.08,48553
2026-04-07T22:13:00.000+0300,251.11,251.21,251.02,251.19,27428
2026-04-07T22:14:00.000+0300,251.16,251.24,251.12,251.14,40282
2026-04-07T22:15:00.000+0300,251.12,251.24,251.11,251.19,26884
2026-04-07T22:16:00.000+0300,251.2,251.49,251.2,251.38,51605
2026-04-07T22:17:00.000+0300,251.37,251.43,251.26,251.31,58689
2026-04-07T22:18:00.000+0300,251.31,251.87,251.31,251.8,88105
2026-04-07T22:19:00.000+0300,251.8,252.33,251.76,252.21,138433
2026-04-07T22:20:00.000+0300,252.19,252.5,252.01,252.15,92570
2026-04-07T22:21:00.000+0300,252.15,252.17,251.83,251.88,66132
2026-04-07T22:22:00.000+0300,251.89,252.12,251.86,252.09,61715
2026-04-07T22:23:00.000+0300,252.09,252.1,251.62,251.62,57068
2026-04-07T22:24:00.000+0300,251.65,251.95,251.58,251.86,65281
2026-04-07T22:25:00.000+0300,251.88,252.05,251.75,252.01,51538
2026-04-07T22:26:00.000+0300,252.0,252.12,251.83,251.99,47600
2026-04-07T22:27:00.000+0300,251.98,252.27,251.92,252.23,66012
2026-04-07T22:28:00.000+0300,252.23,252.29,252.11,252.14,39096
2026-04-07T22:29:00.000+0300,252.11,252.12,251.93,251.96,59389
2026-04-07T22:30:00.000+0300,251.92,251.93,251.74,251.78,42731
2026-04-07T22:31:00.000+0300,251.77,251.77,251.54,251.64,56176
2026-04-07T22:32:00.000+0300,251.66,251.92,251.65,251.7,48188
2026-04-07T22:33:00.000+0300,251.67,251.86,251.62,251.82,47403
2026-04-07T22:34:00.000+0300,251.82,251.84,251.72,251.72,33432
2026-04-07T22:35:00.000+0300,251.72,251.73,251.44,251.46,48075
2026-04-07T22:36:00.000+0300,251.46,251.69,251.46,251.63,46781
2026-04-07T22:37:00.000+0300,251.64,251.71,251.6,251.67,34374
2026-04-07T22:38:00.000+0300,251.68,251.71,251.52,251.58,42490
2026-04-07T22:39:00.000+0300,251.59,251.64,251.51,251.59,77015
2026-04-07T22:40:00.000+0300,251.58,251.76,251.49,251.68,47459
2026-04-07T22:41:00.000+0300,251.67,251.84,251.62,251.84,56785
2026-04-07T22:42:00.000+0300,251.84,252.02,251.84,251.88,52221
2026-04-07T22:43:00.000+0300,251.89,252.11,251.86,251.95,48804
2026-04-07T22:44:00.000+0300,251.96,252.42,251.92,252.13,102815
2026-04-07T22:45:00.000+0300,252.13,253.21,251.97,253.12,205778
2026-04-07T22:46:00.000+0300,253.12,253.15,252.36,252.74,168694
2026-04-07T22:47:00.000+0300,252.75,252.75,252.44,252.62,139750
2026-04-07T22:48:00.000+0300,252.62,252.7,252.43,252.49,79584
2026-04-07T22:49:00.000+0300,252.5,252.62,252.23,252.37,149309
2026-04-07T22:50:00.000+0300,252.4,253.01,252.4,252.68,153873
2026-04-07T22:51:00.000+0300,252.68,252.74,252.54,252.72,103904
2026-04-07T22:52:00.000+0300,252.72,252.81,252.6,252.69,155420
2026-04-07T22:53:00.000+0300,252.69,253.2,252.68,252.99,255050
2026-04-07T22:54:00.000+0300,253.0,253.08,252.63,253.04,182502
2026-04-07T22:55:00.000+0300,253.06,253.39,252.95,253.24,244104
2026-04-07T22:56:00.000+0300,253.25,253.42,253.24,253.36,202354
2026-04-07T22:57:00.000+0300,253.36,253.42,253.09,253.21,279569
2026-04-07T22:58:00.000+0300,253.23,253.25,253.1,253.14,286272
2026-04-07T22:59:00.000+0300,253.14,253.61,253.1,253.49,775399
2026-04-08T16:30:00.000+0300,258.4,258.57,257.28,257.86,966627
2026-04-08T16:31:00.000+0300,257.86,258.11,256.78,256.9,189665
2026-04-08T16:32:00.000+0300,256.94,257.07,256.61,256.85,151856
2026-04-08T16:33:00.000+0300,256.83,257.27,256.66,257.25,144052
2026-04-08T16:34:00.000+0300,257.25,258.25,257.25,257.92,202487
2026-04-08T16:35:00.000+0300,257.92,258.04,257.63,257.85,140137
2026-04-08T16:36:00.000+0300,257.86,257.95,257.17,257.43,180618
2026-04-08T16:37:00.000+0300,257.4,257.5,256.99,257.08,150741
2026-04-08T16:38:00.000+0300,257.09,257.33,256.87,257.29,129468
2026-04-08T16:39:00.000+0300,257.25,257.33,256.72,256.79,86210
2026-04-08T16:40:00.000+0300,256.79,257.12,256.53,256.62,137279
